Date: 2024-11-10 | Time: 04:56:00 | Transition: surprise -> surprise | Duration: 1.9s | Scores: {'angry': 0.39, 'disgust': 0.12, 'fear': 0.29, 'happy': 0.76, 'sad': 0.23, 'surprise': 0.71, 'neutral': 0.78}
Date: 2025-03-11 | Time: 12:48:10 | Transition: neutral -> sad | Duration: 0.23s | Scores: {'angry': 0.02, 'disgust': 0.0, 'fear': 0.03, 'happy': 0.01, 'sad': 0.53, 'surprise': 0.0, 'neutral': 0.42}
Date: 2025-03-11 | Time: 12:48:16 | Transition: sad -> angry | Duration: 6.34s | Scores: {'angry': 0.43, 'disgust': 0.03, 'fear': 0.05, 'happy': 0.11, 'sad': 0.35, 'surprise': 0.0, 'neutral': 0.03}
Date: 2025-03-11 | Time: 12:48:17 | Transition: angry -> sad | Duration: 0.23s | Scores: {'angry': 0.05, 'disgust': 0.0, 'fear': 0.05, 'happy': 0.06, 'sad': 0.82, 'surprise': 0.0, 'neutral': 0.01}
Date: 2025-03-11 | Time: 12:48:19 | Transition: sad -> happy | Duration: 1.96s | Scores: {'angry': 0.07, 'disgust': 0.0, 'fear': 0.03, 'happy': 0.45, 'sad': 0.34, 'surprise': 0.0, 'neutral': 0.11}
Date: 2025-03-11 | Time: 12:48:19 | Transition: happy -> sad | Duration: 0.22s | Scores: {'angry': 0.01, 'disgust': 0.0, 'fear': 0.04, 'happy': 0.33, 'sad': 0.49, 'surprise': 0.0, 'neutral': 0.13}
Date: 2025-03-11 | Time: 12:48:22 | Transition: sad -> fear | Duration: 3.31s | Scores: {'angry': 0.04, 'disgust': 0.0, 'fear': 0.62, 'happy': 0.06, 'sad': 0.19, 'surprise': 0.01, 'neutral': 0.08}
Date: 2025-03-11 | Time: 12:48:22 | Transition: fear -> sad | Duration: 0.19s | Scores: {'angry': 0.04, 'disgust': 0.0, 'fear': 0.08, 'happy': 0.03, 'sad': 0.49, 'surprise': 0.0, 'neutral': 0.36}
Date: 2025-03-11 | Time: 12:48:29 | Transition: sad -> happy | Duration: 6.46s | Scores: {'angry': 0.01, 'disgust': 0.0, 'fear': 0.04, 'happy': 0.49, 'sad': 0.25, 'surprise': 0.01, 'neutral': 0.2}
Date: 2025-03-11 | Time: 12:48:29 | Transition: happy -> fear | Duration: 0.57s | Scores: {'angry': 0.03, 'disgust': 0.0, 'fear': 0.37, 'happy': 0.33, 'sad': 0.17, 'surprise': 0.03, 'neutral': 0.08}
Date: 2025-03-11 | Time: 12:48:30 | Transition: fear -> sad | Duration: 0.41s | Scores: {'angry': 0.01, 'disgust': 0.0, 'fear': 0.07, 'happy': 0.01, 'sad': 0.78, 'surprise': 0.0, 'neutral': 0.13}
Date: 2025-03-11 | Time: 12:48:32 | Transition: sad -> neutral | Duration: 2.41s | Scores: {'angry': 0.13, 'disgust': 0.0, 'fear': 0.16, 'happy': 0.05, 'sad': 0.27, 'surprise': 0.05, 'neutral': 0.35}
Date: 2025-03-11 | Time: 12:48:32 | Transition: neutral -> fear | Duration: 0.20s | Scores: {'angry': 0.06, 'disgust': 0.0, 'fear': 0.36, 'happy': 0.04, 'sad': 0.32, 'surprise': 0.09, 'neutral': 0.13}
Date: 2025-03-11 | Time: 12:48:33 | Transition: fear -> sad | Duration: 0.19s | Scores: {'angry': 0.06, 'disgust': 0.0, 'fear': 0.22, 'happy': 0.09, 'sad': 0.33, 'surprise': 0.05, 'neutral': 0.24}
Date: 2025-03-11 | Time: 12:48:33 | Transition: sad -> fear | Duration: 0.19s | Scores: {'angry': 0.08, 'disgust': 0.0, 'fear': 0.32, 'happy': 0.03, 'sad': 0.24, 'surprise': 0.15, 'neutral': 0.18}
Date: 2025-03-11 | Time: 12:48:33 | Transition: fear -> sad | Duration: 0.22s | Scores: {'angry': 0.02, 'disgust': 0.0, 'fear': 0.14, 'happy': 0.04, 'sad': 0.56, 'surprise': 0.14, 'neutral': 0.11}
Date: 2025-03-11 | Time: 12:48:34 | Transition: sad -> surprise | Duration: 0.71s | Scores: {'angry': 0.06, 'disgust': 0.0, 'fear': 0.2, 'happy': 0.06, 'sad': 0.14, 'surprise': 0.42, 'neutral': 0.11}
Date: 2025-03-11 | Time: 12:48:34 | Transition: surprise -> sad | Duration: 0.23s | Scores: {'angry': 0.09, 'disgust': 0.0, 'fear': 0.2, 'happy': 0.08, 'sad': 0.32, 'surprise': 0.2, 'neutral': 0.11}
Date: 2025-03-11 | Time: 12:48:34 | Transition: sad -> surprise | Duration: 0.41s | Scores: {'angry': 0.05, 'disgust': 0.0, 'fear': 0.22, 'happy': 0.12, 'sad': 0.21, 'surprise': 0.28, 'neutral': 0.13}
Date: 2025-03-11 | Time: 12:48:35 | Transition: surprise -> fear | Duration: 0.25s | Scores: {'angry': 0.03, 'disgust': 0.0, 'fear': 0.38, 'happy': 0.14, 'sad': 0.17, 'surprise': 0.18, 'neutral': 0.1}
Date: 2025-03-11 | Time: 12:48:35 | Transition: fear -> sad | Duration: 0.24s | Scores: {'angry': 0.07, 'disgust': 0.0, 'fear': 0.19, 'happy': 0.11, 'sad': 0.33, 'surprise': 0.09, 'neutral': 0.21}
Date: 2025-03-11 | Time: 12:48:41 | Transition: sad -> neutral | Duration: 5.78s | Scores: {'angry': 0.09, 'disgust': 0.01, 'fear': 0.08, 'happy': 0.03, 'sad': 0.32, 'surprise': 0.0, 'neutral': 0.47}
Date: 2025-03-11 | Time: 12:48:41 | Transition: neutral -> fear | Duration: 0.79s | Scores: {'angry': 0.13, 'disgust': 0.0, 'fear': 0.29, 'happy': 0.01, 'sad': 0.29, 'surprise': 0.01, 'neutral': 0.28}
Date: 2025-03-11 | Time: 12:48:42 | Transition: fear -> surprise | Duration: 0.69s | Scores: {'angry': 0.3, 'disgust': 0.0, 'fear': 0.16, 'happy': 0.07, 'sad': 0.05, 'surprise': 0.39, 'neutral': 0.04}
Date: 2025-03-11 | Time: 12:48:42 | Transition: surprise -> fear | Duration: 0.22s | Scores: {'angry': 0.14, 'disgust': 0.0, 'fear': 0.31, 'happy': 0.31, 'sad': 0.06, 'surprise': 0.13, 'neutral': 0.05}
Date: 2025-03-11 | Time: 12:48:43 | Transition: fear -> sad | Duration: 0.44s | Scores: {'angry': 0.03, 'disgust': 0.0, 'fear': 0.35, 'happy': 0.15, 'sad': 0.39, 'surprise': 0.03, 'neutral': 0.06}
Date: 2025-03-11 | Time: 12:48:44 | Transition: sad -> neutral | Duration: 1.46s | Scores: {'angry': 0.02, 'disgust': 0.0, 'fear': 0.03, 'happy': 0.01, 'sad': 0.46, 'surprise': 0.0, 'neutral': 0.48}
Date: 2025-03-11 | Time: 12:48:44 | Transition: neutral -> sad | Duration: 0.23s | Scores: {'angry': 0.07, 'disgust': 0.0, 'fear': 0.08, 'happy': 0.0, 'sad': 0.77, 'surprise': 0.0, 'neutral': 0.07}
Date: 2025-03-11 | Time: 12:48:46 | Transition: sad -> neutral | Duration: 1.33s | Scores: {'angry': 0.01, 'disgust': 0.0, 'fear': 0.03, 'happy': 0.01, 'sad': 0.42, 'surprise': 0.0, 'neutral': 0.53}
Date: 2025-03-11 | Time: 12:48:46 | Transition: neutral -> sad | Duration: 0.26s | Scores: {'angry': 0.09, 'disgust': 0.0, 'fear': 0.15, 'happy': 0.11, 'sad': 0.57, 'surprise': 0.01, 'neutral': 0.06}
Date: 2025-03-11 | Time: 12:48:47 | Transition: sad -> neutral | Duration: 0.66s | Scores: {'angry': 0.01, 'disgust': 0.0, 'fear': 0.04, 'happy': 0.0, 'sad': 0.43, 'surprise': 0.0, 'neutral': 0.51}
Date: 2025-03-11 | Time: 12:48:47 | Transition: neutral -> sad | Duration: 0.20s | Scores: {'angry': 0.06, 'disgust': 0.0, 'fear': 0.05, 'happy': 0.01, 'sad': 0.63, 'surprise': 0.0, 'neutral': 0.24}
Date: 2025-03-11 | Time: 12:48:51 | Transition: sad -> neutral | Duration: 4.56s | Scores: {'angry': 0.03, 'disgust': 0.0, 'fear': 0.03, 'happy': 0.03, 'sad': 0.08, 'surprise': 0.0, 'neutral': 0.83}
Date: 2025-03-11 | Time: 12:48:52 | Transition: neutral -> sad | Duration: 0.79s | Scores: {'angry': 0.07, 'disgust': 0.0, 'fear': 0.11, 'happy': 0.02, 'sad': 0.55, 'surprise': 0.0, 'neutral': 0.24}
Date: 2025-03-11 | Time: 12:48:53 | Transition: sad -> neutral | Duration: 0.54s | Scores: {'angry': 0.04, 'disgust': 0.0, 'fear': 0.16, 'happy': 0.0, 'sad': 0.26, 'surprise': 0.0, 'neutral': 0.54}
Date: 2025-03-11 | Time: 12:48:53 | Transition: neutral -> sad | Duration: 0.26s | Scores: {'angry': 0.08, 'disgust': 0.0, 'fear': 0.06, 'happy': 0.0, 'sad': 0.46, 'surprise': 0.0, 'neutral': 0.4}
Date: 2025-03-11 | Time: 12:48:53 | Transition: sad -> neutral | Duration: 0.30s | Scores: {'angry': 0.08, 'disgust': 0.0, 'fear': 0.05, 'happy': 0.01, 'sad': 0.22, 'surprise': 0.0, 'neutral': 0.64}
Date: 2025-03-11 | Time: 12:48:56 | Transition: neutral -> sad | Duration: 2.14s | Scores: {'angry': 0.02, 'disgust': 0.0, 'fear': 0.03, 'happy': 0.0, 'sad': 0.68, 'surprise': 0.0, 'neutral': 0.26}
Date: 2025-03-11 | Time: 12:48:56 | Transition: sad -> neutral | Duration: 0.28s | Scores: {'angry': 0.07, 'disgust': 0.0, 'fear': 0.11, 'happy': 0.01, 'sad': 0.3, 'surprise': 0.0, 'neutral': 0.51}
Date: 2025-03-11 | Time: 12:48:57 | Transition: neutral -> happy | Duration: 1.54s | Scores: {'angry': 0.06, 'disgust': 0.0, 'fear': 0.01, 'happy': 0.68, 'sad': 0.07, 'surprise': 0.0, 'neutral': 0.18}
Date: 2025-03-11 | Time: 12:48:58 | Transition: happy -> neutral | Duration: 0.26s | Scores: {'angry': 0.16, 'disgust': 0.0, 'fear': 0.04, 'happy': 0.22, 'sad': 0.27, 'surprise': 0.0, 'neutral': 0.31}
Date: 2025-03-11 | Time: 12:48:58 | Transition: neutral -> happy | Duration: 0.26s | Scores: {'angry': 0.03, 'disgust': 0.0, 'fear': 0.02, 'happy': 0.45, 'sad': 0.13, 'surprise': 0.0, 'neutral': 0.37}
Date: 2025-03-11 | Time: 12:48:59 | Transition: happy -> angry | Duration: 0.77s | Scores: {'angry': 0.32, 'disgust': 0.0, 'fear': 0.06, 'happy': 0.11, 'sad': 0.25, 'surprise': 0.0, 'neutral': 0.26}
Date: 2025-03-11 | Time: 12:48:59 | Transition: angry -> happy | Duration: 0.68s | Scores: {'angry': 0.16, 'disgust': 0.0, 'fear': 0.0, 'happy': 0.8, 'sad': 0.02, 'surprise': 0.0, 'neutral': 0.02}
Date: 2025-03-11 | Time: 12:49:00 | Transition: happy -> sad | Duration: 0.25s | Scores: {'angry': 0.05, 'disgust': 0.0, 'fear': 0.04, 'happy': 0.09, 'sad': 0.59, 'surprise': 0.0, 'neutral': 0.24}
Date: 2025-03-11 | Time: 12:49:00 | Transition: sad -> happy | Duration: 0.23s | Scores: {'angry': 0.07, 'disgust': 0.0, 'fear': 0.03, 'happy': 0.71, 'sad': 0.18, 'surprise': 0.0, 'neutral': 0.01}
Date: 2025-03-11 | Time: 12:49:00 | Transition: happy -> angry | Duration: 0.22s | Scores: {'angry': 0.44, 'disgust': 0.0, 'fear': 0.09, 'happy': 0.04, 'sad': 0.41, 'surprise': 0.0, 'neutral': 0.02}
Date: 2025-03-11 | Time: 12:49:00 | Transition: angry -> happy | Duration: 0.22s | Scores: {'angry': 0.17, 'disgust': 0.0, 'fear': 0.08, 'happy': 0.49, 'sad': 0.19, 'surprise': 0.0, 'neutral': 0.07}
Date: 2025-03-11 | Time: 12:49:01 | Transition: happy -> sad | Duration: 0.42s | Scores: {'angry': 0.06, 'disgust': 0.0, 'fear': 0.19, 'happy': 0.03, 'sad': 0.66, 'surprise': 0.0, 'neutral': 0.07}
Date: 2025-03-11 | Time: 12:49:31 | Transition: sad -> angry | Duration: 30.64s | Scores: {'angry': 0.43, 'disgust': 0.0, 'fear': 0.17, 'happy': 0.01, 'sad': 0.31, 'surprise': 0.0, 'neutral': 0.08}
Date: 2025-03-11 | Time: 12:49:32 | Transition: angry -> sad | Duration: 0.60s | Scores: {'angry': 0.38, 'disgust': 0.0, 'fear': 0.13, 'happy': 0.01, 'sad': 0.45, 'surprise': 0.0, 'neutral': 0.03}
Date: 2025-03-11 | Time: 12:49:33 | Transition: sad -> angry | Duration: 0.62s | Scores: {'angry': 0.52, 'disgust': 0.0, 'fear': 0.16, 'happy': 0.0, 'sad': 0.31, 'surprise': 0.0, 'neutral': 0.01}
Date: 2025-03-11 | Time: 12:49:33 | Transition: angry -> sad | Duration: 0.32s | Scores: {'angry': 0.15, 'disgust': 0.0, 'fear': 0.28, 'happy': 0.01, 'sad': 0.46, 'surprise': 0.0, 'neutral': 0.1}
Date: 2025-03-11 | Time: 12:49:35 | Transition: sad -> angry | Duration: 2.53s | Scores: {'angry': 0.33, 'disgust': 0.0, 'fear': 0.19, 'happy': 0.1, 'sad': 0.31, 'surprise': 0.0, 'neutral': 0.06}
Date: 2025-03-11 | Time: 12:49:36 | Transition: angry -> sad | Duration: 0.39s | Scores: {'angry': 0.18, 'disgust': 0.0, 'fear': 0.12, 'happy': 0.02, 'sad': 0.62, 'surprise': 0.0, 'neutral': 0.06}
Date: 2025-03-11 | Time: 12:49:38 | Transition: sad -> fear | Duration: 1.97s | Scores: {'angry': 0.3, 'disgust': 0.0, 'fear': 0.32, 'happy': 0.03, 'sad': 0.31, 'surprise': 0.0, 'neutral': 0.03}
Date: 2025-03-11 | Time: 12:49:38 | Transition: fear -> angry | Duration: 0.38s | Scores: {'angry': 0.42, 'disgust': 0.0, 'fear': 0.2, 'happy': 0.01, 'sad': 0.34, 'surprise': 0.0, 'neutral': 0.03}
Date: 2025-03-11 | Time: 12:49:39 | Transition: angry -> sad | Duration: 0.38s | Scores: {'angry': 0.1, 'disgust': 0.0, 'fear': 0.09, 'happy': 0.01, 'sad': 0.61, 'surprise': 0.0, 'neutral': 0.19}
Date: 2025-03-11 | Time: 12:49:39 | Transition: sad -> angry | Duration: 0.75s | Scores: {'angry': 0.39, 'disgust': 0.0, 'fear': 0.15, 'happy': 0.02, 'sad': 0.39, 'surprise': 0.0, 'neutral': 0.05}
Date: 2025-03-11 | Time: 12:49:40 | Transition: angry -> sad | Duration: 0.74s | Scores: {'angry': 0.35, 'disgust': 0.0, 'fear': 0.16, 'happy': 0.01, 'sad': 0.38, 'surprise': 0.0, 'neutral': 0.1}
Date: 2025-03-11 | Time: 12:49:40 | Transition: sad -> angry | Duration: 0.35s | Scores: {'angry': 0.37, 'disgust': 0.0, 'fear': 0.17, 'happy': 0.01, 'sad': 0.35, 'surprise': 0.0, 'neutral': 0.1}
Date: 2025-03-11 | Time: 12:49:41 | Transition: angry -> sad | Duration: 0.99s | Scores: {'angry': 0.31, 'disgust': 0.0, 'fear': 0.16, 'happy': 0.02, 'sad': 0.38, 'surprise': 0.0, 'neutral': 0.13}
Date: 2025-03-11 | Time: 12:49:44 | Transition: sad -> angry | Duration: 2.85s | Scores: {'angry': 0.47, 'disgust': 0.0, 'fear': 0.13, 'happy': 0.02, 'sad': 0.26, 'surprise': 0.0, 'neutral': 0.12}
Date: 2025-03-11 | Time: 12:49:45 | Transition: angry -> sad | Duration: 0.33s | Scores: {'angry': 0.24, 'disgust': 0.0, 'fear': 0.07, 'happy': 0.06, 'sad': 0.39, 'surprise': 0.0, 'neutral': 0.24}
Date: 2025-03-11 | Time: 12:49:45 | Transition: sad -> angry | Duration: 0.33s | Scores: {'angry': 0.39, 'disgust': 0.0, 'fear': 0.1, 'happy': 0.38, 'sad': 0.1, 'surprise': 0.0, 'neutral': 0.03}
Date: 2025-03-11 | Time: 12:49:46 | Transition: angry -> happy | Duration: 1.28s | Scores: {'angry': 0.16, 'disgust': 0.0, 'fear': 0.01, 'happy': 0.79, 'sad': 0.01, 'surprise': 0.0, 'neutral': 0.03}
Date: 2025-03-11 | Time: 12:49:51 | Transition: happy -> angry | Duration: 4.51s | Scores: {'angry': 0.32, 'disgust': 0.0, 'fear': 0.04, 'happy': 0.31, 'sad': 0.17, 'surprise': 0.0, 'neutral': 0.15}
Date: 2025-03-11 | Time: 12:49:51 | Transition: angry -> sad | Duration: 0.25s | Scores: {'angry': 0.1, 'disgust': 0.0, 'fear': 0.04, 'happy': 0.04, 'sad': 0.45, 'surprise': 0.0, 'neutral': 0.37}
Date: 2025-03-11 | Time: 12:49:51 | Transition: sad -> neutral | Duration: 0.24s | Scores: {'angry': 0.17, 'disgust': 0.0, 'fear': 0.03, 'happy': 0.09, 'sad': 0.3, 'surprise': 0.0, 'neutral': 0.42}
Date: 2025-03-11 | Time: 12:49:51 | Transition: neutral -> happy | Duration: 0.21s | Scores: {'angry': 0.26, 'disgust': 0.0, 'fear': 0.02, 'happy': 0.28, 'sad': 0.21, 'surprise': 0.0, 'neutral': 0.21}
Date: 2025-03-11 | Time: 12:49:52 | Transition: happy -> angry | Duration: 0.22s | Scores: {'angry': 0.37, 'disgust': 0.0, 'fear': 0.08, 'happy': 0.22, 'sad': 0.2, 'surprise': 0.0, 'neutral': 0.12}
Date: 2025-03-11 | Time: 12:49:52 | Transition: angry -> sad | Duration: 0.73s | Scores: {'angry': 0.07, 'disgust': 0.0, 'fear': 0.05, 'happy': 0.03, 'sad': 0.49, 'surprise': 0.0, 'neutral': 0.35}
Date: 2025-03-11 | Time: 12:49:53 | Transition: sad -> angry | Duration: 0.47s | Scores: {'angry': 0.28, 'disgust': 0.0, 'fear': 0.04, 'happy': 0.26, 'sad': 0.28, 'surprise': 0.0, 'neutral': 0.13}
Date: 2025-03-11 | Time: 12:49:53 | Transition: angry -> happy | Duration: 0.26s | Scores: {'angry': 0.01, 'disgust': 0.0, 'fear': 0.0, 'happy': 0.99, 'sad': 0.0, 'surprise': 0.0, 'neutral': 0.0}
Date: 2025-03-11 | Time: 12:49:54 | Transition: happy -> neutral | Duration: 0.81s | Scores: {'angry': 0.05, 'disgust': 0.0, 'fear': 0.01, 'happy': 0.11, 'sad': 0.08, 'surprise': 0.0, 'neutral': 0.74}
Date: 2025-03-11 | Time: 12:49:54 | Transition: neutral -> happy | Duration: 0.27s | Scores: {'angry': 0.12, 'disgust': 0.0, 'fear': 0.0, 'happy': 0.87, 'sad': 0.0, 'surprise': 0.0, 'neutral': 0.0}
Date: 2025-03-11 | Time: 12:49:55 | Transition: happy -> sad | Duration: 0.91s | Scores: {'angry': 0.15, 'disgust': 0.0, 'fear': 0.03, 'happy': 0.01, 'sad': 0.6, 'surprise': 0.0, 'neutral': 0.21}
Date: 2025-03-11 | Time: 12:49:56 | Transition: sad -> neutral | Duration: 0.67s | Scores: {'angry': 0.13, 'disgust': 0.0, 'fear': 0.04, 'happy': 0.18, 'sad': 0.26, 'surprise': 0.0, 'neutral': 0.4}
Date: 2025-03-11 | Time: 12:49:56 | Transition: neutral -> happy | Duration: 0.22s | Scores: {'angry': 0.02, 'disgust': 0.0, 'fear': 0.0, 'happy': 0.97, 'sad': 0.0, 'surprise': 0.0, 'neutral': 0.0}
Date: 2025-03-11 | Time: 12:50:00 | Transition: happy -> angry | Duration: 3.95s | Scores: {'angry': 0.54, 'disgust': 0.0, 'fear': 0.13, 'happy': 0.01, 'sad': 0.24, 'surprise': 0.01, 'neutral': 0.08}
Date: 2025-03-11 | Time: 12:50:00 | Transition: angry -> sad | Duration: 0.40s | Scores: {'angry': 0.24, 'disgust': 0.0, 'fear': 0.1, 'happy': 0.0, 'sad': 0.62, 'surprise': 0.0, 'neutral': 0.03}
Date: 2025-03-11 | Time: 12:50:00 | Transition: sad -> angry | Duration: 0.19s | Scores: {'angry': 0.36, 'disgust': 0.0, 'fear': 0.31, 'happy': 0.0, 'sad': 0.32, 'surprise': 0.01, 'neutral': 0.01}
Date: 2025-03-11 | Time: 12:50:01 | Transition: angry -> sad | Duration: 0.18s | Scores: {'angry': 0.24, 'disgust': 0.0, 'fear': 0.3, 'happy': 0.0, 'sad': 0.43, 'surprise': 0.01, 'neutral': 0.02}
Date: 2025-03-11 | Time: 12:50:01 | Transition: sad -> angry | Duration: 0.18s | Scores: {'angry': 0.71, 'disgust': 0.0, 'fear': 0.05, 'happy': 0.03, 'sad': 0.19, 'surprise': 0.0, 'neutral': 0.02}
Date: 2025-03-11 | Time: 12:50:01 | Transition: angry -> sad | Duration: 0.35s | Scores: {'angry': 0.16, 'disgust': 0.0, 'fear': 0.02, 'happy': 0.0, 'sad': 0.61, 'surprise': 0.0, 'neutral': 0.21}
Date: 2025-03-11 | Time: 12:50:01 | Transition: sad -> neutral | Duration: 0.18s | Scores: {'angry': 0.2, 'disgust': 0.0, 'fear': 0.05, 'happy': 0.02, 'sad': 0.36, 'surprise': 0.0, 'neutral': 0.37}
Date: 2025-03-11 | Time: 12:50:03 | Transition: neutral -> sad | Duration: 1.64s | Scores: {'angry': 0.05, 'disgust': 0.0, 'fear': 0.22, 'happy': 0.02, 'sad': 0.54, 'surprise': 0.0, 'neutral': 0.16}
Date: 2025-03-11 | Time: 12:50:04 | Transition: sad -> neutral | Duration: 1.14s | Scores: {'angry': 0.21, 'disgust': 0.0, 'fear': 0.03, 'happy': 0.09, 'sad': 0.12, 'surprise': 0.0, 'neutral': 0.54}
Date: 2025-03-11 | Time: 12:50:05 | Transition: neutral -> angry | Duration: 0.90s | Scores: {'angry': 0.48, 'disgust': 0.0, 'fear': 0.19, 'happy': 0.06, 'sad': 0.09, 'surprise': 0.04, 'neutral': 0.13}
Date: 2025-03-11 | Time: 12:50:05 | Transition: angry -> happy | Duration: 0.20s | Scores: {'angry': 0.21, 'disgust': 0.0, 'fear': 0.25, 'happy': 0.27, 'sad': 0.08, 'surprise': 0.03, 'neutral': 0.17}
Date: 2025-03-11 | Time: 12:50:06 | Transition: happy -> angry | Duration: 0.46s | Scores: {'angry': 0.28, 'disgust': 0.0, 'fear': 0.1, 'happy': 0.21, 'sad': 0.19, 'surprise': 0.02, 'neutral': 0.2}
Date: 2025-03-11 | Time: 12:50:06 | Transition: angry -> sad | Duration: 0.26s | Scores: {'angry': 0.23, 'disgust': 0.0, 'fear': 0.25, 'happy': 0.0, 'sad': 0.47, 'surprise': 0.01, 'neutral': 0.04}
Date: 2025-03-11 | Time: 12:50:07 | Transition: sad -> happy | Duration: 0.68s | Scores: {'angry': 0.14, 'disgust': 0.0, 'fear': 0.06, 'happy': 0.34, 'sad': 0.25, 'surprise': 0.05, 'neutral': 0.16}
Date: 2025-03-11 | Time: 12:50:08 | Transition: happy -> fear | Duration: 1.33s | Scores: {'angry': 0.29, 'disgust': 0.0, 'fear': 0.56, 'happy': 0.01, 'sad': 0.12, 'surprise': 0.01, 'neutral': 0.01}
Date: 2025-03-11 | Time: 12:50:08 | Transition: fear -> neutral | Duration: 0.26s | Scores: {'angry': 0.11, 'disgust': 0.0, 'fear': 0.03, 'happy': 0.02, 'sad': 0.3, 'surprise': 0.0, 'neutral': 0.53}
Date: 2025-03-11 | Time: 12:50:09 | Transition: neutral -> sad | Duration: 0.64s | Scores: {'angry': 0.05, 'disgust': 0.0, 'fear': 0.01, 'happy': 0.08, 'sad': 0.55, 'surprise': 0.0, 'neutral': 0.31}
Date: 2025-03-11 | Time: 12:50:09 | Transition: sad -> neutral | Duration: 0.52s | Scores: {'angry': 0.14, 'disgust': 0.0, 'fear': 0.06, 'happy': 0.0, 'sad': 0.2, 'surprise': 0.0, 'neutral': 0.6}
Date: 2025-03-11 | Time: 12:50:10 | Transition: neutral -> angry | Duration: 0.51s | Scores: {'angry': 0.36, 'disgust': 0.0, 'fear': 0.07, 'happy': 0.04, 'sad': 0.3, 'surprise': 0.0, 'neutral': 0.23}
Date: 2025-03-11 | Time: 12:50:10 | Transition: angry -> sad | Duration: 0.27s | Scores: {'angry': 0.1, 'disgust': 0.0, 'fear': 0.26, 'happy': 0.03, 'sad': 0.43, 'surprise': 0.0, 'neutral': 0.18}
Date: 2025-03-11 | Time: 12:50:11 | Transition: sad -> neutral | Duration: 0.48s | Scores: {'angry': 0.05, 'disgust': 0.0, 'fear': 0.05, 'happy': 0.03, 'sad': 0.21, 'surprise': 0.0, 'neutral': 0.66}
Date: 2025-03-11 | Time: 12:50:11 | Transition: neutral -> sad | Duration: 0.55s | Scores: {'angry': 0.26, 'disgust': 0.0, 'fear': 0.22, 'happy': 0.06, 'sad': 0.36, 'surprise': 0.03, 'neutral': 0.07}
Date: 2025-03-11 | Time: 12:50:11 | Transition: sad -> fear | Duration: 0.21s | Scores: {'angry': 0.16, 'disgust': 0.0, 'fear': 0.47, 'happy': 0.17, 'sad': 0.15, 'surprise': 0.01, 'neutral': 0.04}
Date: 2025-03-11 | Time: 12:50:12 | Transition: fear -> sad | Duration: 0.27s | Scores: {'angry': 0.12, 'disgust': 0.0, 'fear': 0.23, 'happy': 0.1, 'sad': 0.37, 'surprise': 0.01, 'neutral': 0.16}
Date: 2025-03-11 | Time: 12:50:12 | Transition: sad -> neutral | Duration: 0.40s | Scores: {'angry': 0.11, 'disgust': 0.0, 'fear': 0.03, 'happy': 0.01, 'sad': 0.36, 'surprise': 0.0, 'neutral': 0.49}
Date: 2025-03-11 | Time: 12:50:12 | Transition: neutral -> sad | Duration: 0.37s | Scores: {'angry': 0.07, 'disgust': 0.0, 'fear': 0.09, 'happy': 0.01, 'sad': 0.46, 'surprise': 0.0, 'neutral': 0.36}
Date: 2025-03-11 | Time: 12:50:13 | Transition: sad -> neutral | Duration: 0.38s | Scores: {'angry': 0.05, 'disgust': 0.0, 'fear': 0.07, 'happy': 0.0, 'sad': 0.27, 'surprise': 0.0, 'neutral': 0.61}
Date: 2025-03-11 | Time: 12:50:13 | Transition: neutral -> sad | Duration: 0.36s | Scores: {'angry': 0.09, 'disgust': 0.0, 'fear': 0.16, 'happy': 0.01, 'sad': 0.42, 'surprise': 0.0, 'neutral': 0.32}
Date: 2025-03-11 | Time: 12:50:14 | Transition: sad -> fear | Duration: 0.24s | Scores: {'angry': 0.07, 'disgust': 0.0, 'fear': 0.47, 'happy': 0.0, 'sad': 0.31, 'surprise': 0.01, 'neutral': 0.14}
Date: 2025-03-11 | Time: 12:50:14 | Transition: fear -> sad | Duration: 0.19s | Scores: {'angry': 0.05, 'disgust': 0.0, 'fear': 0.19, 'happy': 0.01, 'sad': 0.51, 'surprise': 0.02, 'neutral': 0.21}
Date: 2025-03-11 | Time: 12:50:15 | Transition: sad -> neutral | Duration: 1.01s | Scores: {'angry': 0.09, 'disgust': 0.0, 'fear': 0.09, 'happy': 0.07, 'sad': 0.32, 'surprise': 0.04, 'neutral': 0.39}
Date: 2025-03-11 | Time: 12:50:15 | Transition: neutral -> sad | Duration: 0.41s | Scores: {'angry': 0.05, 'disgust': 0.0, 'fear': 0.33, 'happy': 0.03, 'sad': 0.37, 'surprise': 0.07, 'neutral': 0.16}
Date: 2025-03-11 | Time: 12:50:16 | Transition: sad -> fear | Duration: 0.40s | Scores: {'angry': 0.12, 'disgust': 0.0, 'fear': 0.62, 'happy': 0.03, 'sad': 0.1, 'surprise': 0.06, 'neutral': 0.07}
Date: 2025-03-11 | Time: 12:50:16 | Transition: fear -> sad | Duration: 0.45s | Scores: {'angry': 0.14, 'disgust': 0.0, 'fear': 0.27, 'happy': 0.03, 'sad': 0.28, 'surprise': 0.07, 'neutral': 0.22}
Date: 2025-03-11 | Time: 12:50:16 | Transition: sad -> fear | Duration: 0.21s | Scores: {'angry': 0.15, 'disgust': 0.0, 'fear': 0.4, 'happy': 0.01, 'sad': 0.3, 'surprise': 0.02, 'neutral': 0.11}
